City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
201,soyo,-6.1349,12.3689,24.74,83,100,0.35,AO,1672967417
202,kapaa,22.0752,-159.319,27.18,73,0,3.09,US,1672967668
203,dabola,10.75,-11.1167,20.61,26,6,1.49,GN,1672967669
204,iglesias,39.3114,8.535,7.1,86,71,2.42,IT,1672967669
205,port macquarie,-31.4333,152.9167,22.72,65,81,5.93,AU,1672967670
206,mayskiy,47.6931,40.1025,5.67,94,100,7.46,RU,1672967670
207,lavrentiya,65.5833,-171.0,-15.05,94,100,1.84,RU,1672967670
208,penhold,52.1334,-113.8687,-7.87,83,100,8.29,CA,1672967671
209,san carlos de bariloche,-41.1456,-71.3082,20.86,46,0,9.77,AR,1672967672
210,sidney,-33.8679,151.2073,19.06,92,75,12.86,AU,1672967433
211,bradford,53.7939,-1.7521,7.81,88,100,8.06,GB,1672967569
212,belyy yar,53.6039,91.3903,-4.06,72,20,1.0,RU,1672967672
213,bulawayo,-20.15,28.5833,17.68,94,100,1.95,ZW,1672967673
214,udachnyy,66.4167,112.4,-45.89,100,96,1.38,RU,1672967398
215,nabire,-3.3667,135.4833,28.95,69,100,0.87,ID,1672967674
216,srednekolymsk,67.45,153.6833,-43.35,98,100,0.7,RU,1672967674
217,whitianga,-36.8333,175.7,19.82,95,100,6.25,NZ,1672967674
218,srandakan,-7.9386,110.2506,26.03,84,97,3.68,ID,1672967675
219,san quintin,30.4833,-115.95,16.3,68,100,2.13,MX,1672967442
220,matamoros,25.5333,-103.25,21.06,14,0,0.0,MX,1672967676
221,hamilton,39.1834,-84.5333,5.25,74,100,6.17,US,1672967618
222,cabo san lucas,22.8909,-109.9124,25.61,64,0,3.09,MX,1672967676
223,moron,-34.6534,-58.6198,27.22,56,35,3.58,AR,1672967677
224,chuy,-33.6971,-53.4616,17.79,82,0,3.24,UY,1672967677
225,khatanga,71.9667,102.5,-49.53,100,79,2.06,RU,1672967678
226,wexford,52.3342,-6.4575,8.27,82,0,6.26,IE,1672967678
227,vestmannaeyjar,63.4427,-20.2734,-0.43,79,100,4.4,IS,1672967678
228,kiama,-34.6833,150.8667,17.99,93,100,0.89,AU,1672967670
229,ancud,-41.8697,-73.8203,13.61,92,1,3.16,CL,1672967424
230,youghal,51.95,-7.8506,5.86,100,4,5.07,IE,1672967955
231,olga,43.7444,135.2892,-7.68,63,0,2.52,RU,1672967680
232,sakaiminato,35.55,133.2333,8.21,55,99,2.49,JP,1672967680
233,coihaique,-45.5752,-72.0662,20.97,49,0,3.09,CL,1672967681
234,lagoa,39.05,-27.9833,14.96,84,100,12.44,PT,1672967681
235,hambantota,6.1241,81.1185,23.7,85,65,4.47,LK,1672967682
236,zhigalovo,54.8097,105.1578,-18.33,98,100,1.19,RU,1672967682
237,el bagre,7.5927,-74.8086,23.59,92,100,0.68,CO,1672967683
238,berlevag,70.8578,29.0864,1.0,93,100,12.35,NO,1672967683
239,saint anthony,45.0205,-93.218,-5.22,88,100,4.63,US,1672967684
240,denpasar,-8.65,115.2167,26.81,94,75,4.12,ID,1672967684
241,lokoja,7.8024,6.743,24.94,30,16,0.2,NG,1672967685
242,north bend,43.4065,-124.2243,10.95,91,100,6.17,US,1672967685
243,dakar,14.6937,-17.4441,23.4,69,100,7.15,SN,1672967400
244,taltal,-25.4,-70.4833,20.11,77,0,2.41,CL,1672967417
245,zhigansk,66.7697,123.3711,-42.93,100,95,0.13,RU,1672967686
246,apastovo,55.2029,48.5109,-24.03,100,97,2.41,RU,1672967686
247,lorengau,-2.0226,147.2712,28.29,80,100,4.19,PG,1672967687
248,vaitape,-16.5167,-151.75,27.75,64,13,4.38,PF,1672967687
249,bengkulu,-3.8004,102.2655,24.7,85,72,1.46,ID,1672967372
250,andenes,69.3143,16.1194,-3.93,63,0,6.69,NO,1672967688
251,synya,65.3718,58.0387,-18.5,97,100,2.09,RU,1672967689
252,hokitika,-42.7167,170.9667,18.16,93,100,0.62,NZ,1672967689
253,roebourne,-20.7833,117.1333,32.75,40,100,5.62,AU,1672967689
254,bandarbeyla,9.4942,50.8122,23.89,76,24,6.44,SO,1672967962
255,bikaner,28.0167,73.3,7.48,31,5,3.17,IN,1672967662
256,xudat,41.631,48.681,5.47,77,5,1.64,AZ,1672967691
257,saskylakh,71.9167,114.0833,-34.58,99,100,0.51,RU,1672967691
258,zlobin,45.2924,14.6541,5.88,93,100,1.03,HR,1672967692
259,lerwick,60.1545,-1.1494,9.0,82,100,9.99,GB,1672967692
260,luderitz,-26.6481,15.1594,15.44,73,0,10.4,NA,1672967692
261,odweyne,9.4092,45.064,18.62,58,0,0.68,SO,1672967693
262,stornoway,58.2093,-6.3865,7.98,89,75,13.38,GB,1672967693
263,leningradskiy,69.3833,178.4167,-29.35,96,100,3.94,RU,1672967694
264,beringovskiy,63.05,179.3167,-25.08,93,95,4.7,RU,1672967694
265,port hardy,50.6996,-127.4199,7.56,87,100,13.71,CA,1672967386
266,sabang,5.8933,95.3214,26.84,78,23,4.46,ID,1672967695
267,hollis,42.7431,-71.5917,1.96,91,100,2.57,US,1672967695
268,scarborough,54.2797,-0.4044,7.41,89,100,3.58,GB,1672967696
269,jutai,-5.1833,-68.9,22.91,96,66,0.97,BR,1672967696
270,methoni,36.8197,21.7049,12.9,72,75,7.72,GR,1672967697
271,saldanha,-33.0117,17.9442,16.32,72,0,7.87,ZA,1672967697
272,loikaw,19.6742,97.2094,15.3,75,99,0.79,MM,1672967698
273,pamyat parizhskoy kommuny,56.1048,44.4952,-24.03,99,19,1.85,RU,1672967698
274,port lincoln,-34.7333,135.8667,20.03,65,9,6.25,AU,1672967699
275,trabzon,40.9167,39.8333,4.05,65,0,1.54,TR,1672967699
276,piopio,-38.4667,175.0167,20.05,88,100,3.42,NZ,1672967582
277,krasnoselkup,65.7,82.4667,-33.79,89,50,4.27,RU,1672967700
278,saint marys,30.7305,-81.5465,18.01,74,0,2.57,US,1672967700
279,buraydah,26.326,43.975,9.54,60,0,2.68,SA,1672967701
280,surt,31.2089,16.5887,16.06,62,21,3.08,LY,1672967701
281,westport,41.1415,-73.3579,7.99,87,100,3.09,US,1672967702
282,pointe-noire,-4.7761,11.8635,24.16,87,100,0.78,CG,1672967703
283,nanortalik,60.1432,-45.2371,-0.51,60,60,12.27,GL,1672967703
284,pingzhuang,42.0372,119.2889,-5.43,48,32,1.48,CN,1672967703
285,basti,26.8,82.7167,6.22,73,0,3.26,IN,1672967704
286,niquero,20.0431,-77.5828,23.93,81,1,1.62,CU,1672967705
287,abu kamal,34.4506,40.9171,9.41,64,0,2.79,SY,1672967430
288,kenai,60.5544,-151.2583,-3.97,76,20,2.57,US,1672967419
289,aswan,24.0934,32.907,13.0,55,0,3.96,EG,1672967706
290,santa fe,-31.6333,-60.7,26.68,43,2,3.51,AR,1672967554
291,lata,40.1629,-8.3327,5.6,85,2,1.18,PT,1672967706
292,kavieng,-2.5744,150.7967,28.16,78,54,3.49,PG,1672967379
293,uhlove,44.8215,33.6045,10.57,87,100,6.41,UA,1672967707
294,izhmorskiy,56.194,86.6414,-12.01,95,97,3.35,RU,1672967708
295,sola,-13.8833,167.55,27.14,78,100,10.08,VU,1672967708
296,muros,42.7762,-9.0603,10.05,95,80,4.29,ES,1672967709
297,shaping,22.7545,112.9565,19.41,54,99,5.9,CN,1672967709
298,burnie,-41.0667,145.9167,15.31,73,100,0.84,AU,1672967358
299,payo,-3.7508,103.6372,23.89,90,99,0.28,ID,1672967710
300,tazovskiy,67.4667,78.7,-36.01,97,12,2.96,RU,1672967711
301,ukholovo,53.7929,40.4892,-14.31,90,100,6.98,RU,1672967711
302,sarankhola,22.3082,89.7897,11.42,79,0,2.74,BD,1672967712
303,sainte-suzanne,-20.9061,55.6089,25.12,93,50,6.17,RE,1672967713
304,marsh harbour,26.5412,-77.0636,24.45,78,100,1.09,BS,1672967713
305,codrington,-38.2667,141.9667,22.28,48,0,6.62,AU,1672967412
306,gyanpur,25.35,82.4667,8.97,73,0,2.07,IN,1672967714
307,uspenka,48.3903,39.1619,5.31,91,100,7.04,UA,1672967714
308,hay river,60.8156,-115.7999,-13.17,97,99,0.67,CA,1672967442
309,cockburn town,21.4612,-71.1419,25.78,77,8,9.92,TC,1672967451
310,lengshuijiang,27.6881,111.4294,10.44,63,11,0.9,CN,1672967715
311,yerbogachen,61.2767,108.0108,-18.09,98,100,1.37,RU,1672967716
312,santa ana huista,15.6833,-91.8167,19.26,62,0,1.87,GT,1672967717
313,zyryanka,65.75,150.85,-44.22,99,100,1.66,RU,1672967717
314,puerto narino,-3.7703,-70.3831,22.94,97,30,0.54,CO,1672967718
315,esperance,-33.8667,121.9,22.93,51,0,5.12,AU,1672967719
316,pangody,65.85,74.4859,-29.66,92,100,5.43,RU,1672967720
317,marzuq,14.4,46.4667,15.28,49,32,2.69,YE,1672967423
318,porto novo,6.4965,2.6036,24.64,83,79,2.57,BJ,1672967721
319,jiwani,25.05,61.7417,20.47,53,96,1.55,PK,1672967721
320,sitka,57.0531,-135.33,5.94,61,100,2.06,US,1672967721
321,bemidji,47.4736,-94.8803,-13.13,92,0,2.06,US,1672967722
322,coffs harbour,-30.3,153.1333,23.41,83,75,6.69,AU,1672967697
323,maragheh,37.3917,46.2398,-0.85,89,78,1.34,IR,1672967723
324,kostino,58.9097,53.2691,-17.1,98,100,1.4,RU,1672967723
325,belmonte,-15.8631,-38.8828,24.91,89,100,3.13,BR,1672967724
326,santiago del estero,-27.7951,-64.2615,30.18,21,4,5.42,AR,1672967496
327,te anau,-45.4167,167.7167,23.16,55,100,2.37,NZ,1672967724
328,chapais,49.7834,-74.8492,-11.78,93,99,3.39,CA,1672967725
329,wahpeton,46.2652,-96.6059,-14.49,85,0,2.06,US,1672967725
330,vardo,70.3705,31.1107,-1.01,93,100,12.86,NO,1672967725
331,cidreira,-30.1811,-50.2056,21.99,77,0,4.67,BR,1672967726
332,sibu,2.3,111.8167,25.63,88,99,1.63,MY,1672967726
333,paamiut,61.994,-49.6678,-2.42,57,100,6.33,GL,1672967727
334,haines junction,60.7522,-137.5108,-12.03,92,100,0.0,CA,1672967981
335,olafsvik,64.8945,-23.7142,-1.92,80,99,3.45,IS,1672967728
336,santa maria,-29.6842,-53.8069,24.05,37,0,4.88,BR,1672967728
337,namibe,-15.1961,12.1522,21.6,80,83,4.29,AO,1672967728
338,manzanillo,20.3433,-77.1167,24.36,73,0,1.83,CU,1672967729
339,lahat,-3.8,103.5333,24.13,86,100,0.35,ID,1672967730
340,collie,-33.3667,116.15,30.51,17,28,3.95,AU,1672967730
341,kavaratti,10.5669,72.642,26.96,67,0,3.83,IN,1672967731
342,gornyy,55.1153,83.9059,-14.31,98,100,2.0,RU,1672967731
343,juneau,58.3019,-134.4197,2.34,94,75,0.0,US,1672967625
344,talnakh,69.4865,88.3972,-42.11,95,42,0.98,RU,1672967732
345,alta floresta,-9.8756,-56.0861,22.5,97,100,1.4,BR,1672967732
346,yertsevo,60.7966,40.086,-26.87,99,63,2.28,RU,1672967733
347,nyurba,63.2842,118.3319,-45.97,100,100,1.05,RU,1672967432
348,dongsheng,39.8161,109.9776,-7.2,43,0,9.07,CN,1672967733
349,merauke,-8.4667,140.3333,29.29,70,100,6.9,ID,1672967734
350,aloleng,16.1307,119.7824,26.85,73,99,5.35,PH,1672967734
351,peleduy,59.6289,112.7406,-12.37,96,100,1.97,RU,1672967735
352,port antonio,18.18,-76.4612,24.41,76,0,2.25,JM,1672967735
353,mattru,7.6244,-11.8332,21.98,93,5,0.48,SL,1672967736
354,imbituba,-28.24,-48.6703,19.81,81,0,0.59,BR,1672967555
355,mahina,-17.5065,-149.489,29.87,62,75,5.66,PF,1672967736
356,constitucion,-35.3333,-72.4167,14.66,92,38,1.79,CL,1672967987
357,kieta,-6.2167,155.6333,28.67,77,49,3.64,PG,1672967737
358,suamico,44.6319,-88.0393,-0.03,93,100,2.35,US,1672967738
359,torres vedras,39.0911,-9.2586,11.81,95,0,1.42,PT,1672967738
360,morant bay,17.8815,-76.4093,23.73,75,0,4.27,JM,1672967738
361,bataipora,-22.2953,-53.2711,19.09,88,54,2.6,BR,1672967477
362,tucuman,-26.8241,-65.2226,23.0,78,0,1.54,AR,1672967740
363,gotsu,35.0,132.2167,8.78,53,100,4.98,JP,1672967740
364,marsa matruh,31.3525,27.2453,15.11,77,40,5.14,EG,1672967741
365,sabalgarh,26.25,77.4,4.27,54,0,0.39,IN,1672967741
366,bitung,1.4451,125.1824,29.47,70,50,4.29,ID,1672967742
367,voskresenskoye,56.8381,45.4317,-32.15,98,7,2.78,RU,1672967742
368,miles city,46.4083,-105.8406,-6.46,86,0,2.06,US,1672967743
369,malya,-2.9833,33.5167,18.34,70,6,2.6,TZ,1672967743
370,touros,-5.1989,-35.4608,26.04,77,5,4.52,BR,1672967744
371,chumikan,54.7183,135.315,-23.05,90,6,8.41,RU,1672967744
372,bubaque,11.2833,-15.8333,25.55,71,100,4.43,GW,1672967745
373,gamba,-2.65,10.0,23.99,90,59,1.36,GA,1672967745
374,andradina,-20.8961,-51.3794,19.74,85,99,4.35,BR,1672967699
375,dukat,62.55,155.55,-35.18,99,20,1.8,RU,1672967746
376,korampallam,8.7667,78.1,24.16,88,40,2.57,IN,1672967746
377,sistranda,63.7256,8.834,-1.02,65,100,7.88,NO,1672967399
378,guamal,9.1433,-74.2238,25.33,71,11,1.67,CO,1672967747
379,sinnamary,5.3833,-52.95,24.08,89,99,3.43,GF,1672967747
380,pachmarhi,22.4667,78.4333,7.3,54,0,1.21,IN,1672967748
381,port-cartier,50.0334,-66.8654,-13.18,84,95,2.12,CA,1672967748
382,homer,59.6425,-151.5483,0.45,85,0,2.24,US,1672967749
383,provideniya,64.3833,-173.3,-13.11,92,100,3.77,RU,1672967749
384,jacqueville,5.2052,-4.4146,26.24,83,99,4.83,CI,1672967750
385,necocli,8.4234,-76.786,24.64,89,9,3.05,CO,1672967750
386,butler,39.4501,-84.5666,4.7,76,100,3.6,US,1672967742
387,maracanau,-3.8767,-38.6256,26.81,78,20,3.09,BR,1672967947
388,maracas,-13.4411,-40.4308,17.93,96,100,1.63,BR,1672967751
389,puerto del rosario,28.5004,-13.8627,16.86,72,0,4.63,ES,1672967433
390,omigawa,35.85,140.6167,6.3,42,100,1.76,JP,1672967752
391,yar-sale,66.8333,70.8333,-28.08,100,100,5.05,RU,1672967752
392,borogontsy,62.6683,131.1683,-31.79,99,100,1.08,RU,1672967753
393,vostok,46.4856,135.8833,-16.06,90,52,1.2,RU,1672967753
394,jizan,17.3333,42.6667,22.52,74,37,1.08,SA,1672967754
395,fortuna,40.5982,-124.1573,9.99,95,100,2.68,US,1672967754
396,prince rupert,54.3161,-130.3201,6.83,87,100,7.2,CA,1672967755
397,noumea,-22.2763,166.4572,30.99,99,100,2.23,NC,1672967419
398,tadine,-21.55,167.8833,28.43,77,100,5.86,NC,1672967755
399,celestun,20.8667,-90.4,24.72,82,29,5.26,MX,1672967756
400,peniche,39.3558,-9.3811,11.36,81,1,2.33,PT,1672967756
401,vilhena,-12.7406,-60.1458,19.13,98,29,0.98,BR,1672967661
402,mlonggo,-6.5333,110.7,25.34,88,100,2.5,ID,1672967757
403,new glasgow,45.5834,-62.6486,-1.79,92,100,3.71,CA,1672967509
404,shaoyang,27.2315,111.4525,10.46,64,5,0.77,CN,1672967757
